Questions,Category
What do you mean by Boiler Draught and how are they classified.,BT1
"In a pack of cards, 2cards are drawn simultaneously. What is the probability of getting a Queen and Jack combination.",BT3
Discuss TWO (2) disadvantages of tokenism that is usually used to create a positive image of the system that the system is fair and without discrimination. ,BT2
Shareholder activism is an important governance mechanism because this is how minority shareholders exercise and enforce their rights. Comment on the effectiveness of shareholder activism. ,BT5
Explain briefly how the aggregation processes could improve the water quality in a water treatment plant. ,BT2
Explain the Configuration of a series Hybrid EV .,BT1
Draw and explain the method of plotting TTT diagram and what information is obtained from this diagram?,BT3
Explain the cold and hot weather concreting.,BT3
Suppose that Japan and South Korea are trading partners. The exchange rate of Yen for South Korean Won (KRW) is floating freely. Japanese had reduced their imports from South Korea due to lack of demand for Korean products. Explain what will happen to Yen by using an appropriate diagram. Give five reasons why demand for a foreign currency may increase. ,BT4
What is fire escape and explain any one fire escape elements?,BT2
Write a note on applications of remote sensing.,BT1
A beam ABC of length 10m has one support at the left end other support at a distance of 6m from the left end.,BT3
Explain in brief screen angle and halftone process for screen printing process.,BT1
What are the geological requirement for the foundation of dam?,BT1
Describe the enzyme characteristics that are desirable in high temperature industrial applications. ,BT2
Explain the concept of Tristate logic.,BT1
Name the amino acids for the following single letter codes: DMVREL. ,BT1
What is parametric modeling?,BT1
Describe the differences in the sugar compositions between unfermented and fermented cocoa beans. ,BT2
"Explain in brief, the following:",BT2
Choose ONE (1) of the factors that you mentioned in question 2(a) and briefly explain why you consider this factor is important. ,BT2
Write down specific ISO standards used in packaging industry.,BT1
"""Economists state that both allocative and productive efficiencies are realized in the long-run equilibrium of a monopolistically competitive market"". State whether you agree or disagree with the statement. Graphically illustrate and explain the statement. ",BT4
Describe the factors to be considered while selecting hydro power plant.,BT1
Vector along the direction of the line.,BT4
Draw the phasar diagram of 3 phase induction motor.,BT1
Name FIVE vital plant processes that herbicides target. ,BT1
What do you mean by flow control in transport layer?,BT1
"""Investment strategies used by the investors of futures and forward markets help to maintain market efficiency"". Based on the above statement, differentiate THREE (3) main investment strategies used by futures and forward markets' investors. ",BT4
What are the different types of cast iron?,BT1
Find Laplace Transform of following signal.,BT3
"Determine the range of output voltage for adjustable voltage regulator LM317 for R1 = 240ï, R2 = 4.7 kï Assume Iadj = 100 ï­A.",BT3
Draw and explain the interfacing diagram of strain gauge with Arduino Board showing necessary subsystems.,BT2
A coil which has an inductance of 40mH and a resistance of 2 ï is connected to form an LR series circuit. If they are connected to a 20VDC supply. Find,BT3
Define register.,BT1
What are proximate and ultimate analysis of fuel?,BT1
Name  the different standards used for the Designation of Steels.,BT1
With the help of neat sketch explain the construction and working of radial drilling machine.,BT4
What is basic principle of working piezoelectric pressure sensors?,BT1
A cylindrical boiler is 2.,BT3
Discuss EIGRP protocol in detail.,BT4
Write functions for RR and RL rotation with respect to AVL tree.,BT3
Write down the steps to be followed to transfer a data serially using 8051 microcontroller.,BT1
Evaluate any FIVE (5) power bases. Provide a relevant example for each power base. ,BT5
Describe effect of wall moment with respect to earth pressure.,BT1
Explain on the advantages of switching from a flat-file processing system to a database management system. ,BT2
Classify hydro electric power plant based on i) head ii) load,BT1
Suggest FIVE (5) actions that Public Mutual Berhad (PMB) can consider in championing the institutional shareholder activism. ,BT6
State characteristics and uses of contour lines.,BT1
Draw the circuit diagram of current mirror and explain in detail.,BT1
Distinguish between DM and ADM.,BT1
A doubly linked list with numbers to be created.,BT3
Draw and explain with neat sketch of simple carburetor.,BT2
"Briefly describe the properties of wood in terms of density, thermal insulation, chemical resistance and strength. ",BT2
Draw and explain bidirectional shift register.,BT1
Determine the oxide capacitance. ,BT3
With neat sketch describe injection molding process with its advantages.,BT1
Discuss FOUR (4) economic roles of money market. ,BT2
"Discuss the feasibility of dam site, with dipping and horizontal strata.",BT1
"Assume the mean height of soldiers to be 68.22 inches with a variance of 10.8 inches square. How many soldiers in a regiment of 10,000 would you expect to be over 6 feet? Assume area (0 < z < 1.15) = 0.3749 where z is the standard normal variate.",BT3
What are various types of Cast Iron?,BT1
What is register renaming?,BT1
Explain FOUR (4) factors in the Globalization of Financial Markets. ,BT2
Explain in detail Ruling process.,BT1
"What are different types of curves, explain any one with sketch .",BT1
Define formwork.,BT1
Write a short note on Ocean thermal energy conversion.,BT1
Write a short note on IC LM 317.,BT1
Explain with neat sketch the Peak and Residual shear strengths of soils.,BT2
Calculate the coefficient of correlation from the following data.,BT3
Explain photolysis of water molecules using coordination catalysis.,BT4
"With the aid of a diagram, explain LOCOS. ",BT2
Find the Shear Force Diagram and Bending Moment diagram for beam in figure below.,BT3
Implement Priority queue using linked representation and mention the time complexity of operations.,BT3
Define the following terms w.r.t PLL.,BT1
A Pelton wheel is to be designed for the following specifications.,BT3
Explain necessity of nitrogeneous fertilizers produced from Ammonia.,BT4
Explain Welding Inspection briefly.,BT1
Explain Dequeue with the insert and delete operations performed on it.,BT1
What do you mean by excitation table of flip flop?,BT1
Why 3 phase induction is also called as generalised transformer?,BT1
With the necessary diagrams explain entering and leaving V86 mode?,BT1
Explain the functions of LCD pins and draw the interfacing diagram of LCD with Arduino board.,BT2
Explain Producer and consumer problem in Classical Synchronization.,BT1
What is the Importance of Good Communication Skills?,BT1
Show that the Fermi-Dirac function is a step function at T = 0 K. ,BT3
Evaluate ()C34 21zdzzz+ +ï²ï  where c is the circle 1z=.,BT3
The total load of the power system is not constant but varies thoughout the day and reaches a different peak value from one day to another.,BT1
Write an algorithm to evaluate postfix expression.,BT1
Consider following Database.,BT3
An oil of specific gravity 0.,BT3
Calculate the market demand and market supply in table form. ,BT3
With  suitable program segments describe the usage of âSuperâ Keyword,BT1
Explain the disadvantages of polynomial representation using an array.,BT2
Discuss the advantages of FinFETS over planar MOSFETs. ,BT2
Determine the type of MOSFET. ,BT3
What do you mean by Totem Pole output?,BT1
What is the difference between dielectric material and insulating material?,BT4
Explain the strong acid strong base titration with the help of titration curve and indicators.,BT4
Consider the following processes where arrisal and barst time are as given below. Calculate the average waiting time and average turn aroundtime if the processes are scheduled using FCFS.,BT3
Differentiate between Orthographic Projection and Isometric Projection.,BT4
Define with units,BT1
What is IT infrastructure and what are the stages and drivers of IT infrastructure evolution?,BT1
Explain sequence of events that occur in Fetch cycle symbolically with diagram at each stage.,BT4
Explain any two types of Speed Control methods of 3 phase Induction Motor.,BT1
Describe the major Design Rules of RISC philosophy?,BT1
What is semaphore?,BT1
Design constant K-low pass filter to have a cut-off frequency of 796 Hz when terminated in a 600 ï resistance in both the T and Ï configurations.,BT3
Foundation design is required the study and examination of multiple components which is a highly specialized the function and usually is performed by a structural engineer. Inspect the components which have to include in the designing of a building foundation. ,BT4
What is fractal?,BT1
Write pseudo-micro-steps for the following operations. Register transfer and fetching a word from memory.,BT1
What is an ASM Chart?,BT1
Write an algorithm for evaluating  a postfix expressioin using stack.,BT2
Outline how storage buffers may be deployed in automated production lines.,BT1
Derive the expression for rise in pressure in the impeller of a centrifugal pump.,BT4
Write a program in C language to copy the contents of Port 2 to Port 1.,BT3
What is steel?,BT1
Two different soils were obtained during sampling and the distance between the two sites were only 100 meters apart. Discuss TWO soil forming factors which are most likely to explain the differences. ,BT2
Draw and explain programmers model of ARM processor.,BT1
What are the different algorithms and techniques used in managing cache memory.,BT1
Comment on Unconfined Compression test is special case of Triaxial Compression test.,BT4
Derive the relegation ship between Springs in Series and Parallel.,BT4
Find minimum spanning tree for the following graph using Prim âs Algorithm.,BT3
Draw the circuit diagram of three OP-AMP instrumentation amplifier and write its output equation.,BT1
Determine capacitance per phase per km of three phase transmission line when conductors are arranged in horizontal plane and 4 meter apart.,BT3
Explain rotation about an arbitrary axis in 3D.,BT3
Draw the energy band diagram of an intrinsic Si and label the band gap energy. ,BT2
Explain significance of any three dimensionless numbers used in various modes of heat transfer for thermal analysis.,BT1
Which are different file organization techniques?,BT1
A 75 mm diameter solid shaft is supported on end bearing 4 m apart.,BT3
State 3 advantages and 3 disadvantages of LVDT.,BT2
Differentiate between Terrestrial photogrammetry and Aerial photogrammetry?,BT1
What is Heat affected Zone?,BT1
Define Bank Capital and elaborate the functions of Bank Capital.,BT2
In two independent samples of size 8 and 10 the sum of squares deviations of the values form the respective sample means were 84.,BT3
Design a Francis turbine runner with the following data.,BT3
Classify different types of ADC and explain iwth diagram dual scope ADC.,BT1
Explain in details IEEE Standards for Representing floating point Numbers in following formats.,BT2
Briefly describe how riparian forests help in  reducing nitrate contamination in rivers reducing nitrate and streams. ,BT2
Distinguish between 'periodic inspection' and 'continuous inspection'. ,BT4
With the help of block diagram explain Power measurement using 8051.,BT1
Define soil horizon and relate it with soil profile. ,BT2
The following system of equations was generated by applying mesh current law to the circuit.,BT3
Write a short note on V to I converter with grounded type load.,BT2
A series of five one day matches is to be played between India and Sri Lanka.,BT3
Discuss FIVE (5) main differences between aims and learning outcomes. ,BT2
Compute closure of the following set F of FD for relational schema.,BT3
In a normal distribution 31% of the items are under 45 and 8% are above 64. Find the mean and standard deviation of the distribution. Take Area (0 < z <1.4) = 0.42 and Area (0 < z < 0.5) = 0.19 where z is the standard normal variate.,BT3
Show that for a steady laminar flow through a circular pipe mean velocity of flow occurs at radial distance of 0.,BT4
A bank maintains two kinds of accounts for customers.,BT3
State the significance of âScoreâ in the BlastX alignment. ,BT2
Explain the terms enantiomers and diastereomers giving examples.,BT2
How will you test transformer oil?,BT3
Discuss the significance of human genome project. ,BT2
Explain the following Signals.,BT2
Discuss effect of alloying elements on steel?,BT1
What is make utility?,BT1
Give difference between Hardwired Control Vs Microprogrammed Control.,BT4
Explain scrambling and unscrambling with diagram in detail.,BT1
"Identify the genetic elements in the DNA sequences of Homo sapiens, Homo luzonensis and Homo erectus. Justify your answer. ",BT5
Enlist continuous control modes used in process control system and explain PI and PD control modes with suitable example.,BT2
Determine the plastic moment at collapse for the continuous beam ABCD loaded with ultimate load as shown in figure with contant Mp.,BT4
Differentiate friend function with normal function of the class.,BT1
Which is operator overloading?,BT1
Explain working of TOD meter with a suitable diagram.,BT2
Determine collapse load for the beam shown in figure 9 with variable moment or resistance.,BT3
What is call gate?,BT1
A job is subdivided into five elements.,BT3
Describe the process to carry out work sampling study.,BT1
With neat sketch explain the HGL and TEL.,BT1
Write an explanatory note on rotary drum filter.,BT4
Explain LRU page replacement algorithm in detail.,BT1
Explain the condition of Reciprocity & Symmetry by giving Example.,BT1
Explain the anti-advertising consumer organizations culture. ,BT2
"Given the table of square roots, calculate the value of 155 by Newton's backward difference formula.",BT3
State and explain terminology for spur gear with neat sketch.,BT1
Draw and explain the interfacing of the Accelerometer with Arduino ATmega 328P.,BT1
Evaluate your sketch with ADDIE's model procedure. ,BT5
Write a short note on Bearing Materials.,BT2
Derive torque equation of DC motor?,BT4
Design a cast iron protective type flange coupling to transmit 15 kW at 900 RPM from an electric motor to a compressor.,BT3
What is dynamic data structure?,BT1
Write a short note on Geothermal energy.,BT1
Write Note on Copper and its Alloy.,BT1
Explain the process of municipal solid waste to energy conversion with diagram.,BT2
"Using stoke's theorem, evaluate",BT3
Compare superscalar and super pipelined approaches.,BT4
Elaborate the Postfix evaluation algorithm stepwise.,BT1
How to perform loading and unloading of parts in machining operations using robots.,BT1
Explain Linked List class with an example.,BT3
A fluid of viscosity 8 poise and specific gravity 1.2 is flowing through a circular pipe of diameter 100 mm. The maximum shear stress at the pipewall is 211 N/m 2. Find:,BT3
Solve the heat equation.,BT3
State the properties and applications of -,BT1
Derive the expression for attenuation constant and Phase shift of proto type constant K high pass filter.,BT4
Implement CMOS NAND Gate using pMOS and nMOS gates.,BT1
Differentiate between electroosmosis and electrophoretic mobility of solutes in capillary electroosmosis. ,BT4
Explain the working principle of practical differentiator circuit with neat circuit diagram and derivation of output equation.,BT2
E-mail newsletters are still popular communication strategy for digital marketers. Suggest FIVE (5) ways to engage with your newsletters subscribers. ,BT6
In a wide rectangular channel of 100 m wide and 3 m deep has an average bed slope of 0.,BT3
Explain difference between squirrel cage induction motor and slip ring induction motor.,BT1
Draw the block diagram of op-amp and explain in detail.,BT1
What is B tree?,BT1
Writes a short note on edge preparation in welding.,BT2
Explain theory of indicators and also explain a difference of 2 PH is required for colour change.,BT4
"Explain the definition of a ârobust modelâ. Specifically, if a manager exclaimed âThe calculated EOQ is wrong because the actual demand is 10% greater than estimatedâ, justify your response. ",BT5
Explain resource smoothing and leveling.,BT1
What is vulcanization?,BT1
Define durability of concrete.,BT1
Draw and explain block diagram of memory devices.,BT1
"Define graphic design, product design and environmental design. Provide ONE (1) example for each. ",BT2
Draw circuit diagram of inverting Schmitt trigger and plot hysteresis and explain in short.,BT2
Describe the procedure for Vane Shear Test.,BT1
Explain the importance of using initial velocity to study enzymatic catalysis. ,BT2
What is the need of calibration? Explain one method of calibration of energy meter.,BT1
Draw and discuss the dead weight tester with diagram.,BT2
Briefly explain why coating a nanoparticle or surface with a polyelectrolyte (polymer with ionizable groups) is favourable. ,BT2
"Find the work done in moving a particle once around the ellipse 22 1, 025 16xyzï«ï½ï½  under the field of force given by 2(2 ) ( ) (3 2 4 ) .Fx y z i x y z jx y z kï½ï­ ï«ï« ï« ï­ ï«ï­ ï«",BT3
Explain error handling during file operations.,BT1
Describe the components in the Mechanical and electrical System used in buildings.,BT2
The price of good is one of the internal factors of determinants of demands and it also depends on the cost of production. Describe the TWO (2) types of production cost with examples. ,BT2
Describe Circumstances under which you would choose to use Embedded SQL than normal SQL or only a general purposeprogramming Language.,BT4
Explain in brief sulfation of fatty alcohols and sulfonates.,BT4
What are the salient features of Green building?,BT1
The open loop transfer function of a unity feedback control system is given by.,BT1
Explain 4P's of marketing. ,BT2
Discuss PWM generation and detection in detail.,BT1
Obtain y-parameters of two port network for the given network in the fig.7.,BT3
The width of belts is 15 cm and maximum tension per cm width is not to be exceeded 140 N.,BT3
Explain and compare diffuse and specular reflection.,BT3
State two differences between a JFET and a BJT. ,BT2
Explain the physical meaning of transconductance. ,BT2
The crank of IC.,BT4
Check whether given schedule is view serializable.,BT3
Describe THREE factors that affect soil aeration. ,BT2
List out the Java features.,BT1
"Describe the common structural features of phosphatidylserine, phosphatidylethanolamine, phosphatidylcholine and phosphatidylinositol. State their general function(s). ",BT2
Differentiate between light compaction test and heavy compaction test.,BT4
Describe any two software size estimation techniques.,BT1
A circular bar 50 mm diameter carries an axial tensile load of 200kN.,BT3
What are the limitations of nanomaterials?,BT1
What is retained austenite?,BT1
Derive the condition for maximum starting torque of 3 phase induction motors with usual notations.,BT4
Explain Java history in detail.,BT2
What are materials used additive manufacturing?,BT1
Write short notes on .,BT2
Comment on the importance of comparative genomics research. ,BT5
Explain the different types of ADCs.,BT1
Explain different types of constrained motion with neat sketch.,BT2
Classify solid insulating materials according to the temperature ranges. Hence write properties and applications of any two materials from ClassA type.,BT1
"Consider the following page reference string A,B,C,D,A,B,E,A,B,C,D,E. Calculate page fault with FIFO page replacement algorithm when framesize is 4.",BT3
Name the TWO ways of how molecules bonded to surface. Provide a brief description on the modes of adsorption. ,BT2
Explain the following terms with its type.,BT1
Draw the energy band diagram of the pn junction. ,BT2
Explain basic concept of A VL tree.,BT1
Define is inheritance.,BT3
Develop relation between âZâ parameter and transmission parameter .,BT4
 Explain in brief test driven development.,BT4
Discuss Individualism vs. Collectivism in Hofstede's Dimensions of Culture. ,BT2
G .,BT5
Explain the classification of Alloy Steel with respect to the relation with carbon.,BT1
Compare BCNF and 3NF.,BT4
Define String in Java.,BT1
"A 1:15 model of a flying boat is towed though water. The prototype is moving in seawater of density 1025kg/m3 at velocity of 21 m/s. Find the corresponding speed of the model. Also, determine the resistance due towaves on model if the resistance due to waves of the prototype is 610N.",BT3
Explain pulse code modulation and write Differentiate between pulse analog modulation and pulse digital modulation.,BT2
Explain in detail about seperate and independant compilation.,BT2
Apply Gauss Elimination Method to solve the following set of equations.,BT3
Describe the challenges in global advertising. ,BT1
Find the initial and final value of the given function.,BT4
Define polymorphism?,BT1
Draw neat sketch wet sump lubrication system.,BT1
Melting temperature (Tm) is an important criteria to consider when designing primers for PCR amplification. Comment. ,BT5
What is Microprogram sequencing? Differentiate between Hardwired control and Microprogrammed control.,BT1
Derive the expression for setting out of curve by offset from long chord method.,BT4
Explain the various methods of speed control of Dc series motor?,BT1
What is laminar sub layer and explain its utility in classification pipe boundary?,BT1
Explore memory management in the Virtual 8086 Mode.,BT1
What are the Components of pneumatic and hydraulic systems?,BT1
Calculate minimum specific energy and maximum discharge corresponding to specific energy of 1.,BT3
Differentiate between trait and phenotype. ,BT4
"Oxygen is effectively transported by hemoglobin, regulated by some allosteric effectors in human blood. Name these allosteric effectors and discuss how their presence increases effective delivery of oxygen to tissues.",BT2
Explain a binary tree. Name and explain with suitable example the following terms:,BT1
Describe material gathering process. ,BT1
Differentiate PAL and PLA.,BT4
Draw Iron carbon equilibrium diagram.,BT1
Explain ultrasonic method for level measurement with a neat diagram.,BT1
Explain in brief mechanisms of pyrolysis and cracking.,BT4
A 250 V DC Shunt motor takes a current of 6 Ampere and runs at 1200 rpm. The armature resistance is 0.05 Ohm and shunt filed resistance is250 Ohm. Determine the speed of motor when it is loaded and taking acurrent of 31 Ampere.,BT3
List different configuration of differential amplifier and explain dual input dual output in details?,BT1
A dice is thrown 10 times.,BT3
Define schemas. ,BT1
Explain in detail block diagram of electrical drives.,BT1
What is interpolation?,BT1
Write short note on Permanent Magnet Stepper Motor.,BT2
Give the sulphonating agents and mechanism involve in sulfonation of benzene.,BT1
Explain briefly 'designer' and 'professional designer'.,BT2
Derive an expression for armature torque developed in a DC motor.,BT4
Explain in detail with Diagram.,BT4
"For on 10 bit successive approximation type A/D converter driven by a 2MHz clock, find the conversion time?",BT3
What are the properties of a typical cancer cell?,BT1
Sleep is a local phenomenon. Explain how this is possible. Provide TWO (2) examples to illustrate this. ,BT2
Explain any two types of resistive transducers.,BT2
Distinguish singly linked list and doubly linked list.,BT1
Explain various features of the 8051 Microcontroller.,BT1
Draw and explain Ring Counter.,BT1
"Distinguish between Ideal sampling, Natural sampling and Flat-Top sampling.",BT1
Find the Laplace transform of given network given f (t).,BT3
Calculate the balance of trade when the economy is at equilibrium. ,BT3
"Calculate the total cost per year, including the cost of the lights. ",BT3
Define problem solving processes.,BT1
"Annealing is a thermal process typically performed after ion implantation. With the aid of diagrams, briefly discuss the purpose of this process. ",BT2
State different uses of contour maps?,BT1
Briefly explain THREE (3) main sources of banks earnings.,BT2
Explain with neat diagram the register weighted and R-2R DAC?,BT1
Describe properties and applications of Constantan and Brass.,BT1
Enlist different ceramic materials used in building construction.,BT1
Discuss with an example what is forward reference problem.,BT1
State the Dirichlet conditions for the existence of Fourier Series.,BT2
State two features each of LAP winding and WA VE winding for DC machine.,BT1
Find the Trignometric Fourier Series for the periodic bidirectional symmetric square waveform below.,BT3
Prepare a time-phased product structure. ,BT3
A cylindrical riser must be designed for a sand casting mould.,BT3
State the advantages of no tillage. ,BT1
Two large parallel plates with emissivities 0.,BT3
Explain any FOUR (4) product design strategies that could help company to reduce cost. ,BT2
"Based on the aspartate protease mechanism, explain the concept of using ""Crixivan"" to treat HIV patients. ",BT2
Mention the ingredients of cathode and anode for following batteries.,BT1
Explain with example K dimensional tree.,BT4
Two identical soil specimens were tested in a triaxial apparatus. First specimen was failed at a deviator stress of 700 kN/m2 when the cell pressure was 200 kN/m2. Second specimen was failed at a deviator stress of 1300 kN/m2 when the cell pressure was 400 kN/m2. Determine cohesion of soil and angle of internal friction of soil analytically.,BT3
Describe the industrial application of enzymes in beer production. ,BT2
Explain in brief the Characteristics of memory systems.,BT1
Explain the operation of Dual Slope ADC.,BT1
Explain implementation of process and threads in Linux.,BT1
Distinguish between Brushless D.,BT4
What are the effects of the following factors on SN1 and SN2 reactions?,BT4
Explain need of operator overloading.,BT4
What are the innovation challenges in design thinking.,BT4
Discuss the properties of line codes.,BT1
Explain the designation of coated electrode.,BT1
Find the quartile deviation and coefficient of quartile deviation of the following frequency distribution.,BT3
Draw and explain frequency response of high pass filter.,BT1
Explain the interrupt structure of PIC18 microcontroller along with IVT.,BT4
Draw the circuit diagram & explain the speed control of DC shunt motor by armature voltage control also draw the nature of graph (Armaturevoltage Vs. speed).,BT1
Show that vector field,BT4
Discuss SIX (6) considerations before choosing the foundation type. ,BT2
Write a note on effort estimation and scheduling.,BT1
The furnace wall consists of 120 mm wide refractory brick and 120 mm wide insulating fire brick separated by an air gap.,BT3
"âThe efficient market hypothesis (EMH) states it is impossible to consistently outperform an efficient market and the only way an investor can possibly obtain higher returns is by purchasing riskier investments."" Justify the statement. ",BT5
What is Age Hardening?,BT1
Discuss THREE (3) consequences of technology on organizational communication. Provide ONE (1) relevant example for each answer. ,BT2
What are turbines?,BT1
Find the first four moments about the arithetic mean for the following distribution.,BT3
Explain the selection sort with algorithm sort the following no.,BT4
Differentiate between lap and wave type of armature windings used in the D.,BT4
Explain with diagram the operation of an adjustable voltage regulater using IC LM 317.,BT1
Index 69 division by compound indexing method.,BT3
Draw a front and back for business card layout. ,BT2
Enlist any six types of doors and explain paneled door with neat sketch.,BT3
Discuss briefly different methods of speed control of three phase induction motors with neat diagrams.,BT1
Explain the role of technology in innovation.,BT4
Explain fast transpose of sparse matrix with suitable example.,BT2
Predict FIVE (5) impacts of the crisis towards McDonald's Malaysia if they are not handling the crisis properly. ,BT4
Explain TWO (2) components of art. ,BT2
The Connective tissue connects and supports the entire human body.,BT1
Write FIVE (5) types of lines. ,BT1
Draw the block diagram and explain components of electric vehicle.,BT2
What is DMA ?,BT1
Explain idealized stress strain curve for plastic analysis.,BT2
Explain the concept of ISO 14000.,BT1
Derive an equation for finding of angular velocity and angular acceleration of connecting rod by using analytical method.,BT4
Identify FOUR (4) factors that affect the willingness of people to perform prosocial behaviors. ,BT2
For the Inverting Schmitt trigger shown in fig.,BT3
List down the various sensors used in the Electronic Fuel Injection system.,BT1
Discuss the advantages and disadvantages of using laccase-based de colorization treatment.,BT2
Explain with example Forward and Backward Selection method for Subset Selection.,BT1
Explain FOUR (4) process strategies you have learned. ,BT2
State and explain superposition theorem.,BT2
Design Phase Shift oscillator using operational amplifier for output frequency of 1KHz.,BT3
"With the aid of a flow chart, briefly describe the steps involved in developing a successful animal breeding programme. ",BT2
Find the greatest length of a mild steel rod 25 mm X 25 mm which can be used as a compression member with one end fixed and the other endfree to carry a working load of 35 kN.,BT3
Explain the how open traversing surveying work is conducted.,BT1
Differentiate between Method overloading and Method Overriding.,BT4
The velocity and discharge for a 1 50 scale model of a spillway are 0.,BT4
 List and explain TWO (2) advantages and THREE (3) disadvantages of economic growth. ,BT2
Explain Carbon cluster.,BT2
Define lipids and enlist the functions of lipid.,BT1
Name the THREE types of land application of wastewater. ,BT1
Discuss FOUR (4) reasons why Capital Asset Pricing Model (CAPM) is not the best model to estimate returns. ,BT2
"Justify the choice of supplier. From your choice, determine the optimal order quantity and total annual cost of ordering, purchasing and holding the component. ",BT5
Which operators can not be overloaded?,BT1
What are the objectives of Resource leveling?,BT1
Briefly explain and draw the structure of dilute foams and concentrated foams. ,BT2
Explain UP Counter and DOWN Counter.,BT1
"With respect to the data processing cycle of an organisation, explain the ""garbage in, garbage out"". Briefly discuss on the measures to be taken by the companies to avoid âgarbage in"" data input errors. ",BT2
Explain practical differentiator circuit with neat circuit diagram. What are the limitation of ideal differentiator.,BT1
Explain in detail state table design method for hardwired control design.,BT2
State the working and uses of Electronic Total Station.,BT2
"Using Gauss - Divergence theorem, evaluate :",BT3
Categorize FIVE (5) advantages of multimedia in primary school education. ,BT2
What do you mean by adjacency matrix and adjacency list.,BT2
State and explain Henrys law and give its applications.,BT4
How are ends of belts joined?,BT1
All external walls are of 230 mm thick.,BT3
Explain in details Temperature Control Methods of Furnaces.,BT1
Distinguish between flat roof and pitched roof. ,BT4
Calculate ABCD constants for three phase 50 Hz transmission line with following line parameters.,BT3
Explain Nano materials used in Batteries and Photovoltaic Cells.,BT1
Explain the term âlevel scheduling'. ,BT2
Determine slope and deflection for a simply supported beam loaded as shown below.,BT3
Explain significance of back e.,BT2
What are the applications of Stack.,BT2
Explain the process of consumer perception and provide ONE (1) example to support your explanation. ,BT2
Design a practical integrator with input signal of 2Vpp and cut off frequency of 2.,BT3
Write short notes on the structure and functions of polysaccharides by giving relevant example. ,BT2
"If the directional derivative of axy byz czxï¦ï½ï«ï«  at (1, 1, 1) has maximum magnitude 4 in a direction of x-axis. Find a, b and c.",BT3
Differentiate between Relation and functions.,BT4
Define HGL and TEL.,BT1
Explain the working of functional block diagram of IC 555 Timer.,BT1
Determine the resistivity of a Si sample if it is doped with 10 phosphorus atoms/cm and H. = 750 cm Vs. Find the Hall coefficient of the sample. ,BT3
Enlist and explain Component level design steps in detail.,BT1
Explain the important components of gas chromatography.,BT4
Use dijkstras algorithm to find the shortest path between A and Z in figure.,BT3
"""Microsatellite tandem repeats are abundant in human promoters and are associated with regulatory activity (Sawaya et al., 2013).â Discuss the statement and support your views with examples. ",BT5
Show that average velocity is one half of the maximum velocity for flow of viscous fluid through circular pipe.,BT4
Find the map of straight line 2xy=  under the transformation 21 21zwzâ=+.,BT3
Explain in  brief process of manufacture of urea from ammonium carbamate with process flow diagram.,BT1
"Find the directional derivative of 2xyy zï¦ï½ï«  at the point (1, â1, 1) to wards point (2, 1, 2).",BT3
State the following engine  nomenclature with neat sketch.,BT1
Explain the concept of rotating magnetic field with the help of suitable diagrams.,BT1
The voltage V(s) in a network given by :,BT3
Compare index sequential file and direct access file.,BT4
"Apply Eulerâs method to find y(0.1). Given dyxydx= , y(1) =5. Show 5 iterations.",BT3
Explain with suitable example SQL aggretage functions.,BT1
If 32uxx y =â  find its harmonic conjugate and hence determine F( z) in terms in z.,BT3
What is Retained austenite?,BT1
Justify if DHT`s supply chain performance is better than PLI. ,BT5
Explain steps for design of dog legged staircase.,BT3
Draw the ASM chart for a 2 bit Binary counter having one enable line E such that.,BT3
Illustrate by using appropriate diagram(s) the effects of the most commonly and the least used monetary policy tool on the market interest rate if the central bank implements the expansionary monetary policy.,BT2
State the following properties of fourier series.,BT1
Explain in detail what precaution is necessary to be taken while operating DC Series motor.,BT2
Calculate correlation coefficient for the given data:,BT3
Show that the following graphs are isomorphic.,BT1
Draw neat diagram of I -V converter and derive the equation for output voltage.,BT1
Write short note on internal memory organization of 8051.,BT2
What are the characteristics of Destructor?,BT1
A piston filled with 0.,BT1
Derive the continuity equation with usual notations for three dimensional flow.,BT4
Draw the power stage diagram of DC motor. Clearly indicate various losses along with respective formulae for the losses.,BT1
Explain the process of ideas generation. ,BT2
Prestressed concrete is a method for overcoming concrete's natural weakness in tension. Justify the TWO (2) common methods of prestressing. ,BT5
Describe the Timer modes in 8051 microcontrollers.,BT1
Explain the various factors affecting corrosion.,BT2
What are Linear Actuators?,BT1
Reason why a pornographic viewer's mind is likened to an addict's mind. Provide TWO (2) points. ,BT2
Construct heap data structure to sort the following set of no.,BT3
Explain the Gauss Jordan method used for the solution of the linear simultaneous equation.,BT1
Explain Edge connectivity and Vertex Connectivity with suitable example.,BT4
Compare DFS and BPS.,BT4
Explain three (3) lean techniques that work in both the manufacturing and service sector. ,BT2
"You attempt to purify a single protein X from a complex mixture of proteins. Protein X has a large number of aspartic and glutamic acid residues and no lysine, arginine or histidine residues. Propose an adsorption column chromatography technique which could retain protein X but elute other contaminants at pH 7. State your assumption(s). ",BT6
Explain the factor of safety with respect to shear strength.,BT2
Explain events of Fetch cycle of MIPS pipeline.,BT2
Compare IEEE 802.,BT1
List and explain the reason why the aggregate demand curve is downward slopping.,BT2
With the help of block diagram explain V oltage & current measurement using 8051.,BT1
Convert the following expression from Infix to Postfix expression.,BT1
Explain various stages of combustion in S.,BT1
Discuss causes and remedial measures of Landslides.,BT1
Explain on Devices Security and Privacy of IoT cloud.,BT1
Illustrates causes and remedial measures of landslide.,BT1
